decimalLatitude,decimalLongitude,species,kingdom
47.15335,7.27381,Prunus mahaleb,Plantae
47.1579,7.27392,Parthenocissus inserta,Plantae
47.15335,7.27381,Dianthus armeria,Plantae
47.15335,7.27381,Dryopteris dilatata,Plantae
47.15335,7.27381,Rhinanthus alectorolophus,Plantae
47.15335,7.27381,Tragopogon pratensis,Plantae
47.15335,7.27381,Fagus sylvatica,Plantae
47.15335,7.27381,Pyrus pyraster,Plantae
47.15335,7.27381,Chaerophyllum temulum,Plantae
47.15335,7.27381,Phyteuma spicatum,Plantae
47.15335,7.27381,Alliaria petiolata,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.15335,7.27381,Galium odoratum,Plantae
47.10838,7.27395,Plantago lanceolata,Plantae
47.10838,7.27395,Origanum vulgare,Plantae
47.15335,7.27381,Carpinus betulus,Plantae
47.15335,7.27381,Tragopogon pratensis,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Filipendula ulmaria,Plantae
47.10838,7.27395,Trifolium pratense,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.10838,7.27395,Arrhenatherum elatius,Plantae
47.11641,7.27158,Rubus armeniacus,Plantae
47.10838,7.27395,Aquilegia vulgaris,Plantae
47.10838,7.27395,Alopecurus pratensis,Plantae
47.10838,7.27395,Geum urbanum,Plantae
47.15335,7.27381,Prunella grandiflora,Plantae
47.10838,7.27395,Rhinanthus alectorolophus,Plantae
47.10838,7.27395,Equisetum arvense,Plantae
47.10838,7.27395,Lathyrus pratensis,Plantae
47.10838,7.27395,Tragopogon pratensis,Plantae
47.10838,7.27395,Circaea lutetiana,Plantae
47.15335,7.27381,Crataegus monogyna,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
47.10838,7.27395,Viola reichenbachiana,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Dactylis glomerata,Plantae
47.10838,7.27395,Lotus corniculatus,Plantae
47.10838,7.27395,Dianthus carthusianorum,Plantae
47.10838,7.27395,Achillea millefolium,Plantae
47.15335,7.27381,Dactylis glomerata,Plantae
47.10838,7.27395,Silene flos-cuculi,Plantae
47.10838,7.27395,Crepis biennis,Plantae
47.10838,7.27395,Galium verum,Plantae
47.10838,7.27395,Anthoxanthum odoratum,Plantae
47.14076,7.28961,Rubus armeniacus,Plantae
47.15335,7.27381,Dactylorhiza maculata,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Melica uniflora,Plantae
47.15335,7.27381,Cephalanthera longifolia,Plantae
47.15335,7.27381,Orchis mascula,Plantae
47.15335,7.27381,Vincetoxicum hirundinaria,Plantae
47.10838,7.27395,Veronica chamaedrys,Plantae
47.10838,7.27395,Barbarea vulgaris,Plantae
47.10838,7.27395,Medicago sativa,Plantae
47.10838,7.27395,Geranium dissectum,Plantae
47.14035,7.28964,Rubus armeniacus,Plantae
47.15335,7.27381,Prunus mahaleb,Plantae
47.15335,7.27381,Quercus petraea,Plantae
47.15335,7.27381,Epipactis purpurata,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Moehringia muscosa,Plantae
47.15335,7.27381,Corylus avellana,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Veronica persica,Plantae
47.15335,7.27381,Linaria genistifolia,Plantae
47.12821,7.26239,Erigeron annuus,Plantae
47.10838,7.27395,Typha angustifolia,Plantae
47.10838,7.27395,Vicia cracca,Plantae
47.10838,7.27395,Tragopogon pratensis,Plantae
47.15335,7.27381,Abies alba,Plantae
47.10838,7.27395,Poterium sanguisorba,Plantae
47.15335,7.27381,Carex sylvatica,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.10838,7.27395,Galium mollugo,Plantae
47.10838,7.27395,Briza media,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Carex hirta,Plantae
47.10838,7.27395,Carex pendula,Plantae
47.10838,7.27395,Poa trivialis,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Leucanthemum vulgare,Plantae
47.10838,7.27395,Vicia sepium,Plantae
47.15335,7.27381,Saxifraga tridactylites,Plantae
47.10838,7.27395,Potentilla sterilis,Plantae
47.15335,7.27381,Torminalis glaberrima,Plantae
47.15335,7.27381,Torminalis glaberrima,Plantae
47.15335,7.27381,Fagus sylvatica,Plantae
47.15335,7.27381,Orchis anthropophora,Plantae
47.15335,7.27381,Hippocrepis comosa,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Carpinus betulus,Plantae
47.15335,7.27381,Chaerophyllum hirsutum,Plantae
47.15335,7.27381,Ranunculus repens,Plantae
47.15335,7.27381,Galium odoratum,Plantae
47.15335,7.27381,Lamium maculatum,Plantae
47.15335,7.27381,Viola alba,Plantae
47.15335,7.27381,Viola odorata,Plantae
47.15335,7.27381,Quercus petraea,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.15335,7.27381,Cephalanthera damasonium,Plantae
47.15335,7.27381,Asplenium trichomanes,Plantae
47.15335,7.27381,Hesperis matronalis,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.15335,7.27381,Potentilla recta,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Saxifraga tridactylites,Plantae
47.15335,7.27381,Cardamine heptaphylla,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Dryopteris borreri,Plantae
47.15335,7.27381,Salvia pratensis,Plantae
47.15335,7.27381,Abies alba,Plantae
47.15335,7.27381,Fraxinus excelsior,Plantae
47.15335,7.27381,Fragaria viridis,Plantae
47.15335,7.27381,Rubus caesius,Plantae
47.15335,7.27381,Viola reichenbachiana,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.15335,7.27381,Cymbalaria muralis,Plantae
47.15335,7.27381,Moehringia muscosa,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Melampyrum pratense,Plantae
47.15335,7.27381,Fagus sylvatica,Plantae
47.15335,7.27381,Tilia platyphyllos,Plantae
47.10838,7.27395,Alliaria petiolata,Plantae
47.15335,7.27381,Prunus avium,Plantae
47.15335,7.27381,Urtica dioica,Plantae
47.15335,7.27381,Salvia glutinosa,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.15335,7.27381,Thymus pulegioides,Plantae
47.15335,7.27381,Arabidopsis thaliana,Plantae
47.15335,7.27381,Valeriana pratensis,Plantae
47.15335,7.27381,Crataegus laevigata,Plantae
47.15335,7.27381,Ononis spinosa,Plantae
47.15335,7.27381,Moehringia trinervia,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Ononis spinosa,Plantae
47.15335,7.27381,Arenaria serpyllifolia,Plantae
47.15335,7.27381,Melica uniflora,Plantae
47.15335,7.27381,Prunus mahaleb,Plantae
47.15335,7.27381,Corylus avellana,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.10838,7.27395,Alliaria petiolata,Plantae
47.15335,7.27381,Clematis vitalba,Plantae
47.15335,7.27381,Anthriscus sylvestris,Plantae
47.15335,7.27381,Gymnocarpium robertianum,Plantae
47.15335,7.27381,Briza media,Plantae
47.15335,7.27381,Mercurialis annua,Plantae
47.15335,7.27381,Orchis mascula,Plantae
47.15335,7.27381,Helianthemum nummularium,Plantae
47.15335,7.27381,Asplenium jessenii,Plantae
47.15335,7.27381,Cardamine heptaphylla,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
47.15335,7.27381,Viburnum opulus,Plantae
47.15335,7.27381,Carex flacca,Plantae
47.15335,7.27381,Hippocrepis comosa,Plantae
47.15335,7.27381,Avenula pubescens,Plantae
47.15335,7.27381,Chaerophyllum aureum,Plantae
47.15335,7.27381,Hesperis matronalis,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.15335,7.27381,Cardamine heptaphylla,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Hesperis matronalis,Plantae
47.15335,7.27381,Reseda lutea,Plantae
47.15335,7.27381,Cardamine hirsuta,Plantae
47.15335,7.27381,Brachypodium sylvaticum,Plantae
47.15335,7.27381,Fragaria viridis,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Brunnera macrophylla,Plantae
47.15335,7.27381,Lamium maculatum,Plantae
47.10838,7.27395,Geranium robertianum,Plantae
47.15335,7.27381,Cardamine heptaphylla,Plantae
47.15335,7.27381,Orchis mascula,Plantae
47.15335,7.27381,Tilia platyphyllos,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Draba verna,Plantae
47.15335,7.27381,Atropa belladonna,Plantae
47.15335,7.27381,Prenanthes purpurea,Plantae
47.15335,7.27381,Sedum album,Plantae
47.15335,7.27381,Veronica chamaedrys,Plantae
47.15335,7.27381,Petasites hybridus,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Lamium galeobdolon,Plantae
47.15335,7.27381,Carex sylvatica,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.10838,7.27395,Heracleum sphondylium,Plantae
47.10838,7.27395,Prunella vulgaris,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.10838,7.27395,Potentilla reptans,Plantae
47.15335,7.27381,Coronilla varia,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Phyteuma spicatum,Plantae
47.15335,7.27381,Dryopteris pseudodisjuncta,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.15335,7.27381,Rosa arvensis,Plantae
47.15335,7.27381,Helleborus foetidus,Plantae
47.15335,7.27381,Hepatica nobilis,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Trifolium montanum,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.10838,7.27395,Mycelis muralis,Plantae
47.15335,7.27381,Onobrychis viciifolia,Plantae
47.15335,7.27381,Melica uniflora,Plantae
47.15335,7.27381,Ribes alpinum,Plantae
47.15335,7.27381,Aria edulis,Plantae
47.15335,7.27381,Briza media,Plantae
47.15335,7.27381,Cerastium fontanum,Plantae
47.15335,7.27381,Aruncus dioicus,Plantae
47.15335,7.27381,Viburnum lantana,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Fraxinus excelsior,Plantae
47.10838,7.27395,Geranium purpureum,Plantae
47.15335,7.27381,Corylus avellana,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
47.15335,7.27381,Viburnum lantana,Plantae
47.15335,7.27381,Ononis spinosa,Plantae
47.10838,7.27395,Melilotus albus,Plantae
47.10838,7.27395,Daucus carota,Plantae
47.15335,7.27381,Hedera helix,Plantae
47.10838,7.27395,Leontodon hispidus,Plantae
47.10838,7.27395,Alnus incana,Plantae
47.10838,7.27395,Epilobium hirsutum,Plantae
47.10838,7.27395,Crepis biennis,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.10838,7.27395,Campanula trachelium,Plantae
47.15335,7.27381,Arum italicum,Plantae
47.10838,7.27395,Centaurea scabiosa,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Bromus erectus,Plantae
47.10838,7.27395,Leucanthemum vulgare,Plantae
47.10838,7.27395,Achillea millefolium,Plantae
47.15335,7.27381,Prunella vulgaris,Plantae
47.15335,7.27381,Fagus sylvatica,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Fagus sylvatica,Plantae
47.10838,7.27395,Trifolium pratense,Plantae
47.10838,7.27395,Plantago lanceolata,Plantae
47.11641,7.27158,Rubus armeniacus,Plantae
47.10838,7.27395,Poa pratensis,Plantae
47.10838,7.27395,Cynosurus cristatus,Plantae
47.15335,7.27381,Geranium sanguineum,Plantae
47.10838,7.27395,Lythrum salicaria,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Dactylis glomerata,Plantae
47.15335,7.27381,Acer opalus,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.15335,7.27381,Sanicula europaea,Plantae
47.15335,7.27381,Alliaria petiolata,Plantae
47.10838,7.27395,Onobrychis viciifolia,Plantae
47.15335,7.27381,Polycarpon tetraphyllum,Plantae
47.15335,7.27381,Acer opalus,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.10838,7.27395,Poa pratensis,Plantae
47.10838,7.27395,Medicago sativa,Plantae
47.10838,7.27395,Cynosurus cristatus,Plantae
47.10838,7.27395,Galium verum,Plantae
47.15335,7.27381,Corydalis cava,Plantae
47.15335,7.27381,Lamium maculatum,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.11805,7.27546,Erigeron annuus,Plantae
47.15335,7.27381,Quercus petraea,Plantae
47.15335,7.27381,Juniperus communis,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Primula veris,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Carex digitata,Plantae
47.15335,7.27381,Polygonatum multiflorum,Plantae
47.15335,7.27381,Galium aparine,Plantae
47.15335,7.27381,Lilium martagon,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.10838,7.27395,Cephalanthera damasonium,Plantae
47.15335,7.27381,Crataegus monogyna,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Cephalanthera damasonium,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Crataegus monogyna,Plantae
47.15335,7.27381,Bryonia dioica,Plantae
47.15335,7.27381,Draba verna,Plantae
47.15335,7.27381,Melica uniflora,Plantae
47.15335,7.27381,Genista sagittalis,Plantae
47.15335,7.27381,Cephalanthera longifolia,Plantae
47.15335,7.27381,Fragaria vesca,Plantae
47.15335,7.27381,Globularia bisnagarica,Plantae
47.15335,7.27381,Melampyrum pratense,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Aruncus dioicus,Plantae
47.15335,7.27381,Ajuga genevensis,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Epipactis atrorubens,Plantae
47.15335,7.27381,Cephalanthera rubra,Plantae
47.15335,7.27381,Arctium lappa,Plantae
47.15335,7.27381,Ononis spinosa,Plantae
47.10838,7.27395,Euphorbia cyparissias,Plantae
47.10838,7.27395,Scrophularia nodosa,Plantae
47.15335,7.27381,Abies alba,Plantae
47.15335,7.27381,Carex sylvatica,Plantae
47.15335,7.27381,Picris hieracioides,Plantae
47.15335,7.27381,Rubus idaeus,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.15335,7.27381,Prenanthes purpurea,Plantae
47.15335,7.27381,Carex pendula,Plantae
47.15335,7.27381,Galium odoratum,Plantae
47.15335,7.27381,Carpinus betulus,Plantae
47.15335,7.27381,Vicia sativa,Plantae
47.15335,7.27381,Solanum dulcamara,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Dipsacus fullonum,Plantae
47.10838,7.27395,Centaurea jacea,Plantae
47.15335,7.27381,Rhinanthus alectorolophus,Plantae
47.15335,7.27381,Asplenium jessenii,Plantae
47.15335,7.27381,Pseudoturritis turrita,Plantae
47.15335,7.27381,Bromus erectus,Plantae
47.15335,7.27381,Arum maculatum,Plantae
47.15335,7.27381,Acer opalus,Plantae
47.10838,7.27395,Hesperis matronalis,Plantae
47.15335,7.27381,Acer pseudoplatanus,Plantae
47.15335,7.27381,Phalaris arundinacea,Plantae
47.15335,7.27381,Ajuga reptans,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Trifolium medium,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Anthriscus cerefolium,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Hippocrepis comosa,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Alnus glutinosa,Plantae
47.10838,7.27395,Hypochaeris radicata,Plantae
47.10838,7.27395,Holcus lanatus,Plantae
47.15335,7.27381,Juniperus communis,Plantae
47.15335,7.27381,Genista sagittalis,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Cerastium glomeratum,Plantae
47.15335,7.27381,Carpinus betulus,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Aegonychon purpurocaeruleum,Plantae
47.15335,7.27381,Eruca vesicaria,Plantae
47.10838,7.27395,Ranunculus repens,Plantae
47.10838,7.27395,Cardamine pratensis,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.10838,7.27395,Ranunculus acris,Plantae
47.10838,7.27395,Carex pallescens,Plantae
47.10838,7.27395,Trifolium campestre,Plantae
47.10838,7.27395,Sonchus asper,Plantae
47.10838,7.27395,Scabiosa columbaria,Plantae
47.14027,7.28972,Rubus armeniacus,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.10838,7.27395,Campanula patula,Plantae
47.15335,7.27381,Fagus sylvatica,Plantae
47.10838,7.27395,Lythrum salicaria,Plantae
47.10838,7.27395,Vicia sepium,Plantae
47.15335,7.27381,Lolium pratense,Plantae
47.15335,7.27381,Coronilla vaginalis,Plantae
47.10838,7.27395,Arum maculatum,Plantae
47.10838,7.27395,Viola odorata,Plantae
47.10838,7.27395,Dactylis glomerata,Plantae
47.10838,7.27395,Phragmites australis,Plantae
47.10838,7.27395,Scirpus sylvaticus,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Poa trivialis,Plantae
47.14082,7.28063,Robinia pseudoacacia,Plantae
47.15335,7.27381,Allium sphaerocephalon,Plantae
47.15335,7.27381,Neottia nidus-avis,Plantae
47.15335,7.27381,Crataegus monogyna,Plantae
47.15335,7.27381,Orchis mascula,Plantae
47.10838,7.27395,Cephalanthera rubra,Plantae
47.10838,7.27395,Dactylorhiza maculata,Plantae
47.15335,7.27381,Campanula cochleariifolia,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.10838,7.27395,Tragopogon pratensis,Plantae
47.10838,7.27395,Rumex acetosa,Plantae
47.10838,7.27395,Salix eleagnos,Plantae
47.10838,7.27395,Vicia cracca,Plantae
47.10838,7.27395,Anthoxanthum odoratum,Plantae
47.10838,7.27395,Cerastium fontanum,Plantae
47.10838,7.27395,Rumex acetosa,Plantae
47.15335,7.27381,Geum urbanum,Plantae
47.10838,7.27395,Galium mollugo,Plantae
47.10838,7.27395,Poterium sanguisorba,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.13964,7.27982,Rhus typhina,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.15335,7.27381,Fallopia baldschuanica,Plantae
47.15335,7.27381,Neottia nidus-avis,Plantae
47.15335,7.27381,Cephalanthera damasonium,Plantae
47.15335,7.27381,Arenaria serpyllifolia,Plantae
47.15335,7.27381,Carex digitata,Plantae
47.15335,7.27381,Anacamptis morio,Plantae
47.15335,7.27381,Epipactis atrorubens,Plantae
47.15335,7.27381,Clematis vitalba,Plantae
47.15335,7.27381,Arabis alpina,Plantae
47.10838,7.27395,Plantago lanceolata,Plantae
47.10838,7.27395,Lolium pratense,Plantae
47.10838,7.27395,Galium palustre,Plantae
47.10838,7.27395,Centaurea scabiosa,Plantae
47.10838,7.27395,Holcus lanatus,Plantae
47.15335,7.27381,Torminalis glaberrima,Plantae
47.10838,7.27395,Silene flos-cuculi,Plantae
47.15335,7.27381,Phyteuma spicatum,Plantae
47.15335,7.27381,Abies alba,Plantae
47.15335,7.27381,Aria edulis,Plantae
47.10838,7.27395,Pimpinella saxifraga,Plantae
47.10838,7.27395,Crataegus monogyna,Plantae
47.10838,7.27395,Geranium dissectum,Plantae
47.10838,7.27395,Cirsium arvense,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.15335,7.27381,Poa pratensis,Plantae
47.10838,7.27395,Medicago lupulina,Plantae
47.15335,7.27381,Vicia sepium,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Acer pseudoplatanus,Plantae
47.10838,7.27395,Holcus lanatus,Plantae
47.10838,7.27395,Rumex acetosa,Plantae
47.10838,7.27395,Carex acutiformis,Plantae
47.10838,7.27395,Leontodon hispidus,Plantae
47.10838,7.27395,Geranium robertianum,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Acer opalus,Plantae
47.15335,7.27381,Clematis vitalba,Plantae
47.15335,7.27381,Atropa belladonna,Plantae
47.15335,7.27381,Asplenium trichomanes,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Euphorbia amygdaloides,Plantae
47.15335,7.27381,Crataegus laevigata,Plantae
47.15335,7.27381,Acer opalus,Plantae
47.15335,7.27381,Carpinus betulus,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Oxalis acetosella,Plantae
47.15335,7.27381,Urtica dioica,Plantae
47.15335,7.27381,Carex flacca,Plantae
47.15335,7.27381,Chaerophyllum hirsutum,Plantae
47.15335,7.27381,Campanula rotundifolia,Plantae
47.15335,7.27381,Tilia platyphyllos,Plantae
47.15335,7.27381,Geranium sanguineum,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Asplenium scolopendrium,Plantae
47.13432,7.28693,Lilium martagon,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
47.15335,7.27381,Ficaria verna,Plantae
47.15335,7.27381,Reseda lutea,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
47.10838,7.27395,Myosotis arvensis,Plantae
47.15335,7.27381,Oxalis acetosella,Plantae
47.15335,7.27381,Saponaria ocymoides,Plantae
47.10838,7.27395,Equisetum telmateia,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.15335,7.27381,Fagus sylvatica,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Prunus padus,Plantae
47.15335,7.27381,Lilium martagon,Plantae
47.15335,7.27381,Lathyrus vernus,Plantae
47.15335,7.27381,Hippocrepis comosa,Plantae
47.10838,7.27395,Galium aparine,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Orchis mascula,Plantae
47.15335,7.27381,Acer opalus,Plantae
47.15335,7.27381,Polygala comosa,Plantae
47.15335,7.27381,Lactuca virosa,Plantae
47.15335,7.27381,Veronica persica,Plantae
47.15335,7.27381,Melica uniflora,Plantae
47.15335,7.27381,Trifolium pratense,Plantae
47.15335,7.27381,Dactylis glomerata,Plantae
47.15335,7.27381,Hepatica nobilis,Plantae
47.15335,7.27381,Vinca minor,Plantae
47.15335,7.27381,Lathyrus vernus,Plantae
47.15335,7.27381,Anemone nemorosa,Plantae
47.15335,7.27381,Primula veris,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
